STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_001,Year at 30 June,AREA_POPES_SUB_001,Area,MEASURE_POPES_SUB_001,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01100,Thames-Coromandel district,NETMIG,,1400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01100,Thames-Coromandel district,POP,,32500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01200,Hauraki district,NETINTERNATIONAL,,200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01200,Hauraki district,NETMIG,,510,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01200,Hauraki district,POP,,21500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01300,Waikato district,NETINTERNATIONAL,,840,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01300,Waikato district,NETMIG,,2800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01300,Waikato district,POP,,83800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01500,Matamata-Piako district,NETINTERNATIONAL,,300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01500,Matamata-Piako district,NETMIG,,400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01500,Matamata-Piako district,POP,,36300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01600,Hamilton city,NETINTERNATIONAL,,3900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01600,Hamilton city,NETMIG,,3200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01600,Hamilton city,POP,,177100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01700,Waipa district,NETINTERNATIONAL,,830,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01700,Waipa district,NETMIG,,1900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01700,Waipa district,POP,,58700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01800,Otorohanga district,NETINTERNATIONAL,,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01800,Otorohanga district,NETMIG,,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01800,Otorohanga district,POP,,10650,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01900,South Waikato district,NETINTERNATIONAL,,130,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01900,South Waikato district,NETMIG,,220,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,01900,South Waikato district,POP,,25400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02000,Waitomo district,NETINTERNATIONAL,,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02000,Waitomo district,NETMIG,,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02000,Waitomo district,POP,,9680,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02100,Taupo district,NETINTERNATIONAL,,640,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02100,Taupo district,NETMIG,,820,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02100,Taupo district,POP,,40300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02200,Western Bay of Plenty district,NETINTERNATIONAL,,1600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02200,Western Bay of Plenty district,NETMIG,,2300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02200,Western Bay of Plenty district,POP,,56800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02300,Tauranga city,NETINTERNATIONAL,,3500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02300,Tauranga city,NETMIG,,5300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02300,Tauranga city,POP,,152700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02400,Rotorua district,NETINTERNATIONAL,,1500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02400,Rotorua district,NETMIG,,920,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02400,Rotorua district,POP,,76900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02500,Whakatane district,NETINTERNATIONAL,,370,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02500,Whakatane district,NETMIG,,120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02500,Whakatane district,POP,,37700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02600,Kawerau district,NETINTERNATIONAL,,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02600,Kawerau district,NETMIG,,-50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02600,Kawerau district,POP,,7500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02700,Opotiki district,NETINTERNATIONAL,,180,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02700,Opotiki district,NETMIG,,200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02700,Opotiki district,POP,,10150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02800,Gisborne district,NETINTERNATIONAL,,870,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02800,Gisborne district,NETMIG,,890,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02800,Gisborne district,POP,,51500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02900,Wairoa district,NETINTERNATIONAL,,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02900,Wairoa district,NETMIG,,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,02900,Wairoa district,POP,,8880,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03000,Hastings district,NETINTERNATIONAL,,3200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03000,Hastings district,NETMIG,,2700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03000,Hastings district,POP,,88900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03100,Napier city,NETINTERNATIONAL,,940,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03100,Napier city,NETMIG,,940,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03100,Napier city,POP,,66200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03200,Central Hawke's Bay district,NETINTERNATIONAL,,230,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03200,Central Hawke's Bay district,NETMIG,,410,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03200,Central Hawke's Bay district,POP,,15350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03300,New Plymouth district,NETINTERNATIONAL,,1300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03300,New Plymouth district,NETMIG,,1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03300,New Plymouth district,POP,,86100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03400,Stratford district,NETINTERNATIONAL,,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03400,Stratford district,NETMIG,,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03400,Stratford district,POP,,10050,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03500,South Taranaki district,NETINTERNATIONAL,,240,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03500,South Taranaki district,NETMIG,,340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03500,South Taranaki district,POP,,29200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03600,Ruapehu district,NETINTERNATIONAL,,130,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03600,Ruapehu district,NETMIG,,160,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03600,Ruapehu district,POP,,13100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03700,Whanganui district,NETINTERNATIONAL,,460,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03700,Whanganui district,NETMIG,,510,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03700,Whanganui district,POP,,47700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03800,Rangitikei district,NETINTERNATIONAL,,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03800,Rangitikei district,NETMIG,,200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03800,Rangitikei district,POP,,16050,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03900,Manawatu district,NETINTERNATIONAL,,330,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03900,Manawatu district,NETMIG,,790,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,03900,Manawatu district,POP,,32600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04000,Palmerston North city,NETINTERNATIONAL,,1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04000,Palmerston North city,NETMIG,,460,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04000,Palmerston North city,POP,,90400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04100,Tararua district,NETINTERNATIONAL,,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04100,Tararua district,NETMIG,,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04100,Tararua district,POP,,18700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04200,Horowhenua district,NETINTERNATIONAL,,340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04200,Horowhenua district,NETMIG,,800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04200,Horowhenua district,POP,,35700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04300,Kapiti Coast district,NETINTERNATIONAL,,680,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04300,Kapiti Coast district,NETMIG,,1300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04300,Kapiti Coast district,POP,,57100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04400,Porirua city,NETINTERNATIONAL,,400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04400,Porirua city,NETMIG,,130,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04400,Porirua city,POP,,60400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04500,Upper Hutt city,NETINTERNATIONAL,,340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04500,Upper Hutt city,NETMIG,,190,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04500,Upper Hutt city,POP,,46600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04600,Lower Hutt city,NETINTERNATIONAL,,1300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04600,Lower Hutt city,NETMIG,,1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04600,Lower Hutt city,POP,,111700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04700,Wellington city,NETINTERNATIONAL,,4600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04700,Wellington city,NETMIG,,2100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04700,Wellington city,POP,,216300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04800,Masterton district,NETINTERNATIONAL,,270,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04800,Masterton district,NETMIG,,910,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04800,Masterton district,POP,,27900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04900,Carterton district,NETINTERNATIONAL,,80,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04900,Carterton district,NETMIG,,210,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,04900,Carterton district,POP,,9850,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05000,South Wairarapa district,NETINTERNATIONAL,,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05000,South Wairarapa district,NETMIG,,270,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05000,South Wairarapa district,POP,,11400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05100,Tasman district,NETINTERNATIONAL,,1800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05100,Tasman district,NETMIG,,2300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05100,Tasman district,POP,,57300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05200,Nelson city,NETINTERNATIONAL,,1600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05200,Nelson city,NETMIG,,1400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05200,Nelson city,POP,,54800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05300,Marlborough district,NETINTERNATIONAL,,1800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05300,Marlborough district,NETMIG,,1700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05300,Marlborough district,POP,,51000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05400,Kaikoura district,NETINTERNATIONAL,,60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05400,Kaikoura district,NETMIG,,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05400,Kaikoura district,POP,,4200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05500,Buller district,NETINTERNATIONAL,,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05500,Buller district,NETMIG,,200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05500,Buller district,POP,,10100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05600,Grey district,NETINTERNATIONAL,,170,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05600,Grey district,NETMIG,,320,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05600,Grey district,POP,,14350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05700,Westland district,NETINTERNATIONAL,,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05700,Westland district,NETMIG,,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05700,Westland district,POP,,8980,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05800,Hurunui district,NETINTERNATIONAL,,240,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05800,Hurunui district,NETMIG,,310,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05800,Hurunui district,POP,,13450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05900,Waimakariri district,NETINTERNATIONAL,,350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05900,Waimakariri district,NETMIG,,1700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,05900,Waimakariri district,POP,,64600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06000,Christchurch city,NETINTERNATIONAL,,5500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06000,Christchurch city,NETMIG,,5600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06000,Christchurch city,POP,,396200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06200,Selwyn district,NETINTERNATIONAL,,580,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06200,Selwyn district,NETMIG,,3400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06200,Selwyn district,POP,,70000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06300,Ashburton district,NETINTERNATIONAL,,410,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06300,Ashburton district,NETMIG,,710,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06300,Ashburton district,POP,,35800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06400,Timaru district,NETINTERNATIONAL,,490,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TA), at 30 June 2018-2024",I,2020,2020,06400,Timaru district,NETMIG,,450,
